2.170	1.263	1.361	99.131	105.893	106.322	0.000
2.110	1.246	1.340	99.098	105.826	106.188	0.000
2.063	1.224	1.323	98.965	105.826	106.154	0.000
2.021	1.203	1.323	98.932	105.692	106.087	0.000
1.964	1.185	1.309	98.865	105.658	106.020	0.000
1.899	1.160	1.313	98.766	105.625	106.020	0.000
1.854	1.149	1.316	98.699	105.625	105.953	0.000
1.798	1.132	1.299	98.666	105.524	105.987	0.000
1.765	1.114	1.282	98.566	105.491	105.920	0.000
1.735	1.096	1.272	98.467	105.457	105.953	0.000
1.699	1.085	1.248	98.301	105.357	105.853	0.000
1.657	1.060	1.214	98.234	105.357	105.686	0.000
1.598	1.050	1.179	98.234	105.223	105.686	0.000
1.538	1.028	1.155	98.201	105.089	105.585	0.000
1.464	1.010	1.138	98.201	105.022	105.451	0.000
1.416	0.996	1.111	98.101	104.921	105.418	0.000
1.365	0.978	1.097	98.068	104.854	105.384	0.000
1.306	0.968	1.073	98.101	104.687	105.317	0.000
1.264	0.943	1.063	98.001	104.620	105.083	0.000
1.210	0.921	1.046	97.968	104.687	105.016	0.000
1.163	0.911	1.036	97.835	104.586	104.949	0.000
1.124	0.889	1.025	97.869	104.552	104.916	0.000
1.073	0.882	1.022	97.802	104.351	104.815	0.000
1.041	0.868	1.019	97.769	104.351	104.681	0.000
0.999	0.853	1.005	97.669	104.251	104.614	0.000
0.951	0.832	0.981	97.636	104.217	104.514	0.000
0.906	0.821	0.954	97.536	104.083	104.413	0.000
0.874	0.811	0.930	97.536	104.050	104.380	0.000
0.844	0.796	0.906	97.503	104.016	104.346	0.000
0.808	0.768	0.871	97.536	103.916	104.346	0.000
0.781	0.747	0.844	97.403	103.815	104.146	0.000
0.743	0.736	0.810	97.337	103.715	104.179	0.000
0.692	0.722	0.793	97.270	103.648	104.112	0.000
0.644	0.693	0.769	97.237	103.648	103.978	0.000
0.594	0.672	0.755	97.204	103.447	104.012	0.000
0.531	0.657	0.728	97.204	103.380	103.878	0.000
0.480	0.632	0.735	97.204	103.313	103.777	0.000
0.439	0.632	0.728	97.071	103.212	103.710	0.000
0.403	0.615	0.721	97.071	103.112	103.610	0.000
0.358	0.600	0.724	97.038	102.978	103.576	0.000
0.325	0.586	0.728	96.938	102.944	103.409	0.000
0.293	0.568	0.724	96.838	102.910	103.275	0.000
0.257	0.543	0.714	96.838	102.743	103.309	0.000
0.227	0.518	0.700	96.838	102.676	103.007	0.000
0.194	0.501	0.663	96.838	102.609	103.007	0.000
0.153	0.472	0.635	96.739	102.542	102.907	0.000
0.087	0.465	0.611	96.739	102.408	102.840	0.000
0.015	0.451	0.584	96.672	102.274	102.706	0.000
-0.053	0.444	0.553	96.572	102.173	102.572	0.000
-0.101	0.429	0.543	96.539	102.106	102.505	0.000
-0.148	0.422	0.522	96.473	102.039	102.405	0.000
-0.193	0.397	0.529	96.340	101.872	102.505	0.000
-0.220	0.387	0.519	96.240	101.838	102.304	0.000
-0.244	0.369	0.519	96.174	101.704	102.237	0.000
